AAA,OS,Linux,5.10.63-v7l+,#1459 SMP Wed Oct 6 16:41:57 BST 2021,armv7l
AAA,boottime,09:09 AM 29-Jun-2022
AAA,command,nmon -ft -s 1 -c 300 -TU -g auto -D 
AAA,cpus,4
AAA,date,29-JUN-2022
TOP,0004597,T0239,0.98,0.00,0.98,0,0,0,0,0,0,0,kworker/u8:4-phy1,1,0
TOP,0004597,T0241,0.98,0.00,0.98,0,0,0,0,0,0,0,kworker/u8:4-phy1,1,0
TOP,0004597,T0249,0.91,0.00,0.91,0,0,0,0,0,0,0,kworker/u8:4-phy1,1,0
TOP,0004597,T0254,0.98,0.00,0.98,0,0,0,0,0,0,0,kworker/u8:4-phy1,1,0
TOP,0004597,T0255,0.97,0.00,0.97,0,0,0,0,0,0,0,kworker/u8:4-mt7601u,1,0
TOP,0004597,T0257,0.97,0.00,0.97,0,0,0,0,0,0,0,kworker/u8:4-events_unbound,1,0
TOP,0004597,T0260,0.97,0.00,0.97,0,0,0,0,0,0,0,kworker/u8:4-events_unbound,1,0
TOP,0004666,T0250,0.98,0.00,0.98,130664,41044,4,47276,26988,0,0,geany,3,0
TOP,0004682,T0004,0.83,0.00,0.83,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004682,T0050,0.96,0.00,0.96,0,0,0,0,0,0,0,kworker/2:0-events_power_efficient,1,0
TOP,0004682,T0064,0.98,0.00,0.98,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004682,T0073,0.98,0.00,0.98,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004682,T0085,0.96,0.00,0.96,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004682,T0099,0.96,0.00,0.96,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004682,T0106,0.98,0.00,0.98,0,0,0,0,0,0,0,kworker/2:0-mm_percpu_wq,1,0
TOP,0004682,T0109,0.98,0.00,0.98,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004682,T0120,0.98,0.00,0.98,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004682,T0129,0.98,0.00,0.98,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004682,T0137,0.98,0.00,0.98,0,0,0,0,0,0,0,kworker/2:0-mm_percpu_wq,1,0
TOP,0004682,T0146,0.97,0.00,0.97,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004682,T0153,0.96,0.00,0.96,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004682,T0164,0.97,0.00,0.97,0,0,0,0,0,0,0,kworker/2:0-events,1,0
TOP,0004725,T0002,2.90,0.00,2.90,4460,1644,132,1852,1256,22,0,nmon,1,0
TOP,0004725,T0003,2.07,0.69,1.38,4460,1764,132,1852,1256,8,0,nmon,1,0
TOP,0004725,T0004,1.66,1.66,0.00,4460,1764,132,1852,1256,3,0,nmon,1,0
TOP,0004725,T0005,1.73,0.00,1.73,4460,1764,132,1852,1256,3,0,nmon,1,0
TOP,0004725,T0006,1.76,0.00,1.76,4460,1764,132,1852,1256,2,0,nmon,1,0
TOP,0004725,T0007,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0008,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0009,1.91,0.95,0.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0010,0.95,0.00,0.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0011,1.96,0.00,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0012,1.96,1.96,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0013,1.96,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0014,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0015,1.97,0.00,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0016,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0017,1.90,0.95,0.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0018,0.98,0.98,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0019,1.84,1.84,0.00,4460,1764,132,1852,1256,1,0,nmon,1,0
TOP,0004725,T0020,1.84,0.92,0.92,4460,1764,132,1852,1256,1,0,nmon,1,0
TOP,0004725,T0021,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0022,1.90,0.00,1.90,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0023,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0024,0.98,0.98,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0025,1.96,0.00,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0026,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0027,1.97,1.97,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0028,1.91,0.95,0.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0029,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0030,1.96,0.00,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0031,0.95,0.00,0.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0032,1.96,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0033,1.96,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0034,1.96,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0035,1.90,0.00,1.90,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0036,0.98,0.98,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0037,1.96,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0038,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0039,0.98,0.98,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0040,1.88,1.88,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0041,1.97,0.00,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0042,1.96,0.00,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0043,0.98,0.98,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0044,1.96,0.00,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0045,1.90,0.00,1.90,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0046,1.76,1.76,0.00,4460,1764,132,1852,1256,2,0,nmon,1,0
TOP,0004725,T0047,0.95,0.95,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0048,1.90,0.00,1.90,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0049,3.80,0.95,2.85,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0050,1.92,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0051,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0052,4.75,1.90,2.85,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0053,1.92,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0054,1.87,0.00,1.87,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0055,2.86,0.00,2.86,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0056,2.89,0.00,2.89,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0057,4.28,0.86,3.43,4460,1764,132,1852,1256,2,0,nmon,1,0
TOP,0004725,T0058,3.84,0.96,2.88,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0059,3.65,2.74,0.91,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0060,1.92,0.00,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0061,0.95,0.00,0.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0062,3.93,0.98,2.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0063,0.97,0.00,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0064,2.95,2.95,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0065,4.62,1.85,2.77,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0066,0.96,0.00,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0067,2.95,0.98,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0068,2.90,0.97,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0069,1.94,0.97,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0070,1.97,0.00,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0071,1.97,0.00,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0072,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0073,1.96,0.00,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0074,1.96,1.96,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0075,0.95,0.00,0.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0076,4.91,1.97,2.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0077,3.84,1.92,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0078,2.88,0.96,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0079,3.86,2.89,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0080,3.84,0.96,2.88,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0081,1.92,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0082,3.93,1.97,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0083,3.86,0.00,3.86,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0084,3.84,1.92,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0085,1.92,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0086,3.93,0.98,2.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0087,0.96,0.96,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0088,4.91,0.98,3.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0089,3.63,2.73,0.91,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0090,0.96,0.00,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0091,3.93,2.95,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0092,3.84,0.00,3.84,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0093,1.93,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0094,2.86,0.00,2.86,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0095,4.83,1.93,2.90,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0096,0.96,0.96,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0097,2.95,0.00,2.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0098,3.86,0.96,2.89,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0099,1.93,0.00,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0100,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0101,3.93,0.98,2.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0102,1.84,0.92,0.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0103,1.88,0.94,0.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0104,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0105,1.96,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0106,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0107,1.95,0.00,1.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0108,1.96,0.00,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0109,3.93,0.00,3.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0110,3.81,0.95,2.86,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0111,0.96,0.96,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0112,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0113,3.93,0.98,2.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0114,1.93,0.00,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0115,3.93,1.97,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0116,2.88,0.96,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0117,4.57,1.83,2.74,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0118,2.88,1.92,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0119,0.97,0.00,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0120,3.93,0.00,3.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0121,3.84,0.96,2.88,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0122,1.94,0.97,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0123,2.94,0.98,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0124,1.93,0.00,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0125,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0126,1.97,0.00,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0127,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0128,0.94,0.00,0.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0129,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0130,1.96,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0131,2.93,0.98,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0132,1.94,0.97,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0133,1.95,0.00,1.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0134,1.96,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0135,3.92,0.98,2.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0136,1.92,0.00,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0137,3.92,0.98,2.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0138,2.88,0.00,2.88,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0139,3.88,2.91,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0140,2.89,0.96,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0141,1.94,0.97,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0142,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0143,2.94,0.00,2.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0144,1.94,0.00,1.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0145,1.96,0.00,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0146,1.94,0.00,1.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0147,2.93,0.00,2.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0148,3.86,0.97,2.90,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0149,1.93,0.00,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0150,1.84,0.00,1.84,4460,1764,132,1852,1256,1,0,nmon,1,0
TOP,0004725,T0151,1.93,0.97,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0152,3.93,0.98,2.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0153,2.87,1.91,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0154,1.94,0.00,1.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0155,2.94,1.96,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0156,1.95,0.00,1.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0157,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0158,3.93,1.96,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0159,1.92,1.92,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0160,4.92,0.98,3.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0161,2.87,2.87,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0162,2.89,1.93,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0163,1.95,0.97,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0164,2.92,0.00,2.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0165,2.92,0.97,1.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0166,1.97,1.97,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0167,1.81,0.91,0.91,4460,1764,132,1852,1256,1,0,nmon,1,0
TOP,0004725,T0168,1.97,0.00,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0169,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0170,4.60,0.92,3.68,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0171,1.92,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0172,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0173,1.95,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0174,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0175,2.95,0.98,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0176,3.84,0.96,2.88,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0177,2.89,1.93,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0178,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0179,3.81,0.95,2.86,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0180,1.92,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0181,2.94,0.00,2.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0182,3.86,0.97,2.90,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0183,1.92,0.00,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0184,2.95,0.98,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0185,3.86,0.97,2.90,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0186,3.84,2.88,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0187,1.93,0.00,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0188,1.96,0.00,1.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0189,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0190,3.93,0.00,3.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0191,3.84,1.92,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0192,3.66,2.75,0.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0193,1.93,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0194,2.95,1.97,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0195,3.85,0.96,2.89,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0196,3.84,1.92,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0197,3.84,0.96,2.88,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0198,3.84,0.96,2.88,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0199,3.85,0.96,2.89,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0200,3.86,2.90,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0201,1.92,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0202,2.94,0.00,2.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0203,1.93,0.00,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0204,3.92,0.98,2.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0205,3.86,1.93,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0206,1.92,0.00,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0207,3.70,0.93,2.78,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0208,2.77,0.92,1.85,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0209,1.94,1.94,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0210,2.90,0.97,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0211,1.97,0.98,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0212,3.90,1.95,1.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0213,1.92,0.00,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0214,1.97,1.97,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0215,2.95,0.00,2.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0216,1.92,0.00,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0217,3.93,0.00,3.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0218,3.84,1.92,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0219,0.92,0.00,0.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0220,2.95,0.98,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0221,3.89,0.00,3.89,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0222,1.93,0.97,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0223,2.95,0.98,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0224,3.85,1.93,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0225,1.93,0.00,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0226,3.89,1.94,1.94,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0227,3.86,1.93,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0228,3.85,1.93,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0229,2.89,0.96,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0230,3.86,2.90,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0231,1.92,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0232,3.93,1.97,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0233,3.66,1.83,1.83,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0234,1.92,0.00,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0235,3.93,1.97,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0236,1.93,0.00,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0237,3.89,2.92,0.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0238,1.76,0.00,1.76,4460,1764,132,1852,1256,1,0,nmon,1,0
TOP,0004725,T0239,3.93,1.97,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0240,1.92,0.00,1.92,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0241,0.98,0.00,0.98,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0242,3.93,1.97,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0243,1.92,0.96,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0244,2.95,0.00,2.95,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0245,2.91,2.91,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0246,1.93,0.00,1.93,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0247,1.97,1.97,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0248,4.87,0.00,4.87,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0249,1.82,0.91,0.91,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0250,1.97,0.00,1.97,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0251,3.80,0.95,2.85,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0252,3.84,0.96,2.88,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0253,0.96,0.00,0.96,4460,1764,132,1852,1256,0,0,nmon,1,0
TOP,0004725,T0254,2.95,2.95,0.00,4460,1764,132,1852,1256,0,0,nmon,1,0
